Title,Abstract,PDF Link
SNED: Superposition Network Architecture Search for Efficient Video Diffusion Model,"Zhengang Li,



Yan Kang,



Yuchen Liu,



Difan Liu,



Tobias Hinz,



Feng Liu,



Yanzhi Wang",/content/CVPR2024/html/Li_SNED_Superposition_Network_Architecture_Search_for_Efficient_Video_Diffusion_Model_CVPR_2024_paper.html
Groupwise Query Specialization and Quality-Aware Multi-Assignment for Transformer-based Visual Relationship Detection,"Jongha Kim,



Jihwan Park,



Jinyoung Park,



Jinyoung Kim,



Sehyung Kim,



Hyunwoo J. Kim",/content/CVPR2024/html/Kim_Groupwise_Query_Specialization_and_Quality-Aware_Multi-Assignment_for_Transformer-based_Visual_Relationship_CVPR_2024_paper.html
LeftRefill: Filling Right Canvas based on Left Reference through Generalized Text-to-Image Diffusion Model,"Chenjie Cao,



Yunuo Cai,



Qiaole Dong,



Yikai Wang,



Yanwei Fu",/content/CVPR2024/html/Cao_LeftRefill_Filling_Right_Canvas_based_on_Left_Reference_through_Generalized_CVPR_2024_paper.html
Personalized Residuals for Concept-Driven Text-to-Image Generation,"Cusuh Ham,



Matthew Fisher,



James Hays,



Nicholas Kolkin,



Yuchen Liu,



Richard Zhang,



Tobias Hinz",/content/CVPR2024/html/Ham_Personalized_Residuals_for_Concept-Driven_Text-to-Image_Generation_CVPR_2024_paper.html
Condition-Aware Neural Network for Controlled Image Generation,"Han Cai,



Muyang Li,



Qinsheng Zhang,



Ming-Yu Liu,



Song Han",/content/CVPR2024/html/Cai_Condition-Aware_Neural_Network_for_Controlled_Image_Generation_CVPR_2024_paper.html
Versatile Navigation Under Partial Observability via Value-guided Diffusion Policy,"Gengyu Zhang,



Hao Tang,



Yan Yan",/content/CVPR2024/html/Zhang_Versatile_Navigation_Under_Partial_Observability_via_Value-guided_Diffusion_Policy_CVPR_2024_paper.html
All in One Framework for Multimodal Re-identification in the Wild,"He Li,



Mang Ye,



Ming Zhang,



Bo Du",/content/CVPR2024/html/Li_All_in_One_Framework_for_Multimodal_Re-identification_in_the_Wild_CVPR_2024_paper.html
Looking 3D: Anomaly Detection with 2D-3D Alignment,"Ankan Bhunia,



Changjian Li,



Hakan Bilen",/content/CVPR2024/html/Bhunia_Looking_3D_Anomaly_Detection_with_2D-3D_Alignment_CVPR_2024_paper.html
Purified and Unified Steganographic Network,"Guobiao Li,



Sheng Li,



Zicong Luo,



Zhenxing Qian,



Xinpeng Zhang",/content/CVPR2024/html/Li_Purified_and_Unified_Steganographic_Network_CVPR_2024_paper.html
VS: Reconstructing Clothed 3D Human from Single Image via Vertex Shift,"Leyuan Liu,



Yuhan Li,



Yunqi Gao,



Changxin Gao,



Yuanyuan Liu,



Jingying Chen",/content/CVPR2024/html/Liu_VS_Reconstructing_Clothed_3D_Human_from_Single_Image_via_Vertex_CVPR_2024_paper.html
PARA-Drive: Parallelized Architecture for Real-time Autonomous Driving,"Xinshuo Weng,



Boris Ivanovic,



Yan Wang,



Yue Wang,



Marco Pavone",/content/CVPR2024/html/Weng_PARA-Drive_Parallelized_Architecture_for_Real-time_Autonomous_Driving_CVPR_2024_paper.html
TEA: Test-time Energy Adaptation,"Yige Yuan,



Bingbing Xu,



Liang Hou,



Fei Sun,



Huawei Shen,



Xueqi Cheng",/content/CVPR2024/html/Yuan_TEA_Test-time_Energy_Adaptation_CVPR_2024_paper.html
NEAT: Distilling 3D Wireframes from Neural Attraction Fields,"Nan Xue,



Bin Tan,



Yuxi Xiao,



Liang Dong,



Gui-Song Xia,



Tianfu Wu,



Yujun Shen",/content/CVPR2024/html/Xue_NEAT_Distilling_3D_Wireframes_from_Neural_Attraction_Fields_CVPR_2024_paper.html
Prompt Augmentation for Self-supervised Text-guided Image Manipulation,"Rumeysa Bodur,



Binod Bhattarai,



Tae-Kyun Kim",/content/CVPR2024/html/Bodur_Prompt_Augmentation_for_Self-supervised_Text-guided_Image_Manipulation_CVPR_2024_paper.html
Pink: Unveiling the Power of Referential Comprehension for Multi-modal LLMs,"Shiyu Xuan,



Qingpei Guo,



Ming Yang,



Shiliang Zhang",/content/CVPR2024/html/Xuan_Pink_Unveiling_the_Power_of_Referential_Comprehension_for_Multi-modal_LLMs_CVPR_2024_paper.html
LDP: Language-driven Dual-Pixel Image Defocus Deblurring Network,"Hao Yang,



Liyuan Pan,



Yan Yang,



Richard Hartley,



Miaomiao Liu",/content/CVPR2024/html/Yang_LDP_Language-driven_Dual-Pixel_Image_Defocus_Deblurring_Network_CVPR_2024_paper.html
MMSum: A Dataset for Multimodal Summarization and Thumbnail Generation of Videos,"Jielin Qiu,



Jiacheng Zhu,



William Han,



Aditesh Kumar,



Karthik Mittal,



Claire Jin,



Zhengyuan Yang,



Linjie Li,



Jianfeng Wang,



Ding Zhao,



Bo Li,



Lijuan Wang",/content/CVPR2024/html/Qiu_MMSum_A_Dataset_for_Multimodal_Summarization_and_Thumbnail_Generation_of_CVPR_2024_paper.html
HalluciDoctor: Mitigating Hallucinatory Toxicity in Visual Instruction Data,"Qifan Yu,



Juncheng Li,



Longhui Wei,



Liang Pang,



Wentao Ye,



Bosheng Qin,



Siliang Tang,



Qi Tian,



Yueting Zhuang",/content/CVPR2024/html/Yu_HalluciDoctor_Mitigating_Hallucinatory_Toxicity_in_Visual_Instruction_Data_CVPR_2024_paper.html
Pre-trained Vision and Language Transformers Are Few-Shot Incremental Learners,"Keon-Hee Park,



Kyungwoo Song,



Gyeong-Moon Park",/content/CVPR2024/html/Park_Pre-trained_Vision_and_Language_Transformers_Are_Few-Shot_Incremental_Learners_CVPR_2024_paper.html
Guess The Unseen: Dynamic 3D Scene Reconstruction from Partial 2D Glimpses,"Inhee Lee,



Byungjun Kim,



Hanbyul Joo",/content/CVPR2024/html/Lee_Guess_The_Unseen_Dynamic_3D_Scene_Reconstruction_from_Partial_2D_CVPR_2024_paper.html
C^2RV: Cross-Regional and Cross-View Learning for Sparse-View CBCT Reconstruction,"Yiqun Lin,



Jiewen Yang,



Hualiang Wang,



Xinpeng Ding,



Wei Zhao,



Xiaomeng Li",/content/CVPR2024/html/Lin_C2RV_Cross-Regional_and_Cross-View_Learning_for_Sparse-View_CBCT_Reconstruction_CVPR_2024_paper.html
HyperDreamBooth: HyperNetworks for Fast Personalization of Text-to-Image Models,"Nataniel Ruiz,



Yuanzhen Li,



Varun Jampani,



Wei Wei,



Tingbo Hou,



Yael Pritch,



Neal Wadhwa,



Michael Rubinstein,



Kfir Aberman",/content/CVPR2024/html/Ruiz_HyperDreamBooth_HyperNetworks_for_Fast_Personalization_of_Text-to-Image_Models_CVPR_2024_paper.html
Language-guided Image Reflection Separation,"Haofeng Zhong,



Yuchen Hong,



Shuchen Weng,



Jinxiu Liang,



Boxin Shi",/content/CVPR2024/html/Zhong_Language-guided_Image_Reflection_Separation_CVPR_2024_paper.html
HardMo: A Large-Scale Hardcase Dataset for Motion Capture,"Jiaqi Liao,



Chuanchen Luo,



Yinuo Du,



Yuxi Wang,



Xucheng Yin,



Man Zhang,



Zhaoxiang Zhang,



Junran Peng",/content/CVPR2024/html/Liao_HardMo_A_Large-Scale_Hardcase_Dataset_for_Motion_Capture_CVPR_2024_paper.html
View-Category Interactive Sharing Transformer for Incomplete Multi-View Multi-Label Learning,"Shilong Ou,



Zhe Xue,



Yawen Li,



Meiyu Liang,



Yuanqiang Cai,



Junjiang Wu",/content/CVPR2024/html/Ou_View-Category_Interactive_Sharing_Transformer_for_Incomplete_Multi-View_Multi-Label_Learning_CVPR_2024_paper.html
The More You See in 2D the More You Perceive in 3D,"Xinyang Han,



Zelin Gao,



Angjoo Kanazawa,



Shubham Goel,



Yossi Gandelsman",/content/CVPR2024/html/Han_The_More_You_See_in_2D_the_More_You_Perceive_CVPR_2024_paper.html
GLiDR: Topologically Regularized Graph Generative Network for Sparse LiDAR Point Clouds,"Prashant Kumar,



Kshitij Madhav Bhat,



Vedang Bhupesh Shenvi Nadkarni,



Prem Kalra",/content/CVPR2024/html/Kumar_GLiDR_Topologically_Regularized_Graph_Generative_Network_for_Sparse_LiDAR_Point_CVPR_2024_paper.html
Separate and Conquer: Decoupling Co-occurrence via Decomposition and Representation for Weakly Supervised Semantic Segmentation,"Zhiwei Yang,



Kexue Fu,



Minghong Duan,



Linhao Qu,



Shuo Wang,



Zhijian Song",/content/CVPR2024/html/Yang_Separate_and_Conquer_Decoupling_Co-occurrence_via_Decomposition_and_Representation_for_CVPR_2024_paper.html
BiPer: Binary Neural Networks using a Periodic Function,"Edwin Vargas,



Claudia V. Correa,



Carlos Hinojosa,



Henry Arguello",/content/CVPR2024/html/Vargas_BiPer_Binary_Neural_Networks_using_a_Periodic_Function_CVPR_2024_paper.html
Unifying Automatic and Interactive Matting with Pretrained ViTs,"Zixuan Ye,



Wenze Liu,



He Guo,



Yujia Liang,



Chaoyi Hong,



Hao Lu,



Zhiguo Cao",/content/CVPR2024/html/Ye_Unifying_Automatic_and_Interactive_Matting_with_Pretrained_ViTs_CVPR_2024_paper.html
Segment Any Event Streams via Weighted Adaptation of Pivotal Tokens,"Zhiwen Chen,



Zhiyu Zhu,



Yifan Zhang,



Junhui Hou,



Guangming Shi,



Jinjian Wu",/content/CVPR2024/html/Chen_Segment_Any_Event_Streams_via_Weighted_Adaptation_of_Pivotal_Tokens_CVPR_2024_paper.html
AnyDoor: Zero-shot Object-level Image Customization,"Xi Chen,



Lianghua Huang,



Yu Liu,



Yujun Shen,



Deli Zhao,



Hengshuang Zhao",/content/CVPR2024/html/Chen_AnyDoor_Zero-shot_Object-level_Image_Customization_CVPR_2024_paper.html
Commonsense Prototype for Outdoor Unsupervised 3D Object Detection,"Hai Wu,



Shijia Zhao,



Xun Huang,



Chenglu Wen,



Xin Li,



Cheng Wang",/content/CVPR2024/html/Wu_Commonsense_Prototype_for_Outdoor_Unsupervised_3D_Object_Detection_CVPR_2024_paper.html
Lookahead Exploration with Neural Radiance Representation for Continuous Vision-Language Navigation,"Zihan Wang,



Xiangyang Li,



Jiahao Yang,



Yeqi Liu,



Junjie Hu,



Ming Jiang,



Shuqiang Jiang",/content/CVPR2024/html/Wang_Lookahead_Exploration_with_Neural_Radiance_Representation_for_Continuous_Vision-Language_Navigation_CVPR_2024_paper.html
Clustering Propagation for Universal Medical Image Segmentation,"Yuhang Ding,



Liulei Li,



Wenguan Wang,



Yi Yang",/content/CVPR2024/html/Ding_Clustering_Propagation_for_Universal_Medical_Image_Segmentation_CVPR_2024_paper.html
MoPE-CLIP: Structured Pruning for Efficient Vision-Language Models with Module-wise Pruning Error Metric,"Haokun Lin,



Haoli Bai,



Zhili Liu,



Lu Hou,



Muyi Sun,



Linqi Song,



Ying Wei,



Zhenan Sun",/content/CVPR2024/html/Lin_MoPE-CLIP_Structured_Pruning_for_Efficient_Vision-Language_Models_with_Module-wise_Pruning_CVPR_2024_paper.html
Learning Vision from Models Rivals Learning Vision from Data,"Yonglong Tian,



Lijie Fan,



Kaifeng Chen,



Dina Katabi,



Dilip Krishnan,



Phillip Isola",/content/CVPR2024/html/Tian_Learning_Vision_from_Models_Rivals_Learning_Vision_from_Data_CVPR_2024_paper.html
Leveraging Frame Affinity for sRGB-to-RAW Video De-rendering,"Chen Zhang,



Wencheng Han,



Yang Zhou,



Jianbing Shen,



Cheng-zhong Xu,



Wentao Liu",/content/CVPR2024/html/Zhang_Leveraging_Frame_Affinity_for_sRGB-to-RAW_Video_De-rendering_CVPR_2024_paper.html
Adapting Short-Term Transformers for Action Detection in Untrimmed Videos,"Min Yang,



Huan Gao,



Ping Guo,



Limin Wang",/content/CVPR2024/html/Yang_Adapting_Short-Term_Transformers_for_Action_Detection_in_Untrimmed_Videos_CVPR_2024_paper.html
The Mirrored Influence Hypothesis: Efficient Data Influence Estimation by Harnessing Forward Passes,"Myeongseob Ko,



Feiyang Kang,



Weiyan Shi,



Ming Jin,



Zhou Yu,



Ruoxi Jia",/content/CVPR2024/html/Ko_The_Mirrored_Influence_Hypothesis_Efficient_Data_Influence_Estimation_by_Harnessing_CVPR_2024_paper.html
SOAC: Spatio-Temporal Overlap-Aware Multi-Sensor Calibration using Neural Radiance Fields,"Quentin Herau,



Nathan Piasco,



Moussab Bennehar,



Luis Roldao,



Dzmitry Tsishkou,



Cyrille Migniot,



Pascal Vasseur,



Cédric Demonceaux",/content/CVPR2024/html/Herau_SOAC_Spatio-Temporal_Overlap-Aware_Multi-Sensor_Calibration_using_Neural_Radiance_Fields_CVPR_2024_paper.html
G^3-LQ: Marrying Hyperbolic Alignment with Explicit Semantic-Geometric Modeling for 3D Visual Grounding,"Yuan Wang,



Yali Li,



Shengjin Wang",/content/CVPR2024/html/Wang_G3-LQ_Marrying_Hyperbolic_Alignment_with_Explicit_Semantic-Geometric_Modeling_for_3D_CVPR_2024_paper.html
Garment Recovery with Shape and Deformation Priors,"Ren Li,



Corentin Dumery,



Benoît Guillard,



Pascal Fua",/content/CVPR2024/html/Li_Garment_Recovery_with_Shape_and_Deformation_Priors_CVPR_2024_paper.html
Psychometry: An Omnifit Model for Image Reconstruction from Human Brain Activity,"Ruijie Quan,



Wenguan Wang,



Zhibo Tian,



Fan Ma,



Yi Yang",/content/CVPR2024/html/Quan_Psychometry_An_Omnifit_Model_for_Image_Reconstruction_from_Human_Brain_CVPR_2024_paper.html
Exploring Regional Clues in CLIP for Zero-Shot Semantic Segmentation,"Yi Zhang,



Meng-Hao Guo,



Miao Wang,



Shi-Min Hu",/content/CVPR2024/html/Zhang_Exploring_Regional_Clues_in_CLIP_for_Zero-Shot_Semantic_Segmentation_CVPR_2024_paper.html
Move as You Say Interact as You Can: Language-guided Human Motion Generation with Scene Affordance,"Zan Wang,



Yixin Chen,



Baoxiong Jia,



Puhao Li,



Jinlu Zhang,



Jingze Zhang,



Tengyu Liu,



Yixin Zhu,



Wei Liang,



Siyuan Huang",/content/CVPR2024/html/Wang_Move_as_You_Say_Interact_as_You_Can_Language-guided_Human_CVPR_2024_paper.html
Choose What You Need: Disentangled Representation Learning for Scene Text Recognition Removal and Editing,"Boqiang Zhang,



Hongtao Xie,



Zuan Gao,



Yuxin Wang",/content/CVPR2024/html/Zhang_Choose_What_You_Need_Disentangled_Representation_Learning_for_Scene_Text_CVPR_2024_paper.html
Generalizable Face Landmarking Guided by Conditional Face Warping,"Jiayi Liang,



Haotian Liu,



Hongteng Xu,



Dixin Luo",/content/CVPR2024/html/Liang_Generalizable_Face_Landmarking_Guided_by_Conditional_Face_Warping_CVPR_2024_paper.html
Sat2Scene: 3D Urban Scene Generation from Satellite Images with Diffusion,"Zuoyue Li,



Zhenqiang Li,



Zhaopeng Cui,



Marc Pollefeys,



Martin R. Oswald",/content/CVPR2024/html/Li_Sat2Scene_3D_Urban_Scene_Generation_from_Satellite_Images_with_Diffusion_CVPR_2024_paper.html
Control4D: Efficient 4D Portrait Editing with Text,"Ruizhi Shao,



Jingxiang Sun,



Cheng Peng,



Zerong Zheng,



Boyao Zhou,



Hongwen Zhang,



Yebin Liu",/content/CVPR2024/html/Shao_Control4D_Efficient_4D_Portrait_Editing_with_Text_CVPR_2024_paper.html
Symphonize 3D Semantic Scene Completion with Contextual Instance Queries,"Haoyi Jiang,



Tianheng Cheng,



Naiyu Gao,



Haoyang Zhang,



Tianwei Lin,



Wenyu Liu,



Xinggang Wang",/content/CVPR2024/html/Jiang_Symphonize_3D_Semantic_Scene_Completion_with_Contextual_Instance_Queries_CVPR_2024_paper.html
Loopy-SLAM: Dense Neural SLAM with Loop Closures,"Lorenzo Liso,



Erik Sandström,



Vladimir Yugay,



Luc Van Gool,



Martin R. Oswald",/content/CVPR2024/html/Liso_Loopy-SLAM_Dense_Neural_SLAM_with_Loop_Closures_CVPR_2024_paper.html
CLIPtone: Unsupervised Learning for Text-based Image Tone Adjustment,"Hyeongmin Lee,



Kyoungkook Kang,



Jungseul Ok,



Sunghyun Cho",/content/CVPR2024/html/Lee_CLIPtone_Unsupervised_Learning_for_Text-based_Image_Tone_Adjustment_CVPR_2024_paper.html
ToonerGAN: Reinforcing GANs for Obfuscating Automated Facial Indexing,"Kartik Thakral,



Shashikant Prasad,



Stuti Aswani,



Mayank Vatsa,



Richa Singh",/content/CVPR2024/html/Thakral_ToonerGAN_Reinforcing_GANs_for_Obfuscating_Automated_Facial_Indexing_CVPR_2024_paper.html
Content-Adaptive Non-Local Convolution for Remote Sensing Pansharpening,"Yule Duan,



Xiao Wu,



Haoyu Deng,



Liang-Jian Deng",/content/CVPR2024/html/Duan_Content-Adaptive_Non-Local_Convolution_for_Remote_Sensing_Pansharpening_CVPR_2024_paper.html
Codebook Transfer with Part-of-Speech for Vector-Quantized Image Modeling,"Baoquan Zhang,



Huaibin Wang,



Chuyao Luo,



Xutao Li,



Guotao Liang,



Yunming Ye,



Xiaochen Qi,



Yao He",/content/CVPR2024/html/Zhang_Codebook_Transfer_with_Part-of-Speech_for_Vector-Quantized_Image_Modeling_CVPR_2024_paper.html
Learning Inclusion Matching for Animation Paint Bucket Colorization,"Yuekun Dai,



Shangchen Zhou,



Qinyue Li,



Chongyi Li,



Chen Change Loy",/content/CVPR2024/html/Dai_Learning_Inclusion_Matching_for_Animation_Paint_Bucket_Colorization_CVPR_2024_paper.html
Editable Scene Simulation for Autonomous Driving via Collaborative LLM-Agents,"Yuxi Wei,



Zi Wang,



Yifan Lu,



Chenxin Xu,



Changxing Liu,



Hao Zhao,



Siheng Chen,



Yanfeng Wang",/content/CVPR2024/html/Wei_Editable_Scene_Simulation_for_Autonomous_Driving_via_Collaborative_LLM-Agents_CVPR_2024_paper.html
SAM-6D: Segment Anything Model Meets Zero-Shot 6D Object Pose Estimation,"Jiehong Lin,



Lihua Liu,



Dekun Lu,



Kui Jia",/content/CVPR2024/html/Lin_SAM-6D_Segment_Anything_Model_Meets_Zero-Shot_6D_Object_Pose_Estimation_CVPR_2024_paper.html
InceptionNeXt: When Inception Meets ConvNeXt,"Weihao Yu,



Pan Zhou,



Shuicheng Yan,



Xinchao Wang",/content/CVPR2024/html/Yu_InceptionNeXt_When_Inception_Meets_ConvNeXt_CVPR_2024_paper.html
SnAG: Scalable and Accurate Video Grounding,"Fangzhou Mu,



Sicheng Mo,



Yin Li",/content/CVPR2024/html/Mu_SnAG_Scalable_and_Accurate_Video_Grounding_CVPR_2024_paper.html
SPOT: Self-Training with Patch-Order Permutation for Object-Centric Learning with Autoregressive Transformers,"Ioannis Kakogeorgiou,



Spyros Gidaris,



Konstantinos Karantzalos,



Nikos Komodakis",/content/CVPR2024/html/Kakogeorgiou_SPOT_Self-Training_with_Patch-Order_Permutation_for_Object-Centric_Learning_with_Autoregressive_CVPR_2024_paper.html
LiveHPS: LiDAR-based Scene-level Human Pose and Shape Estimation in Free Environment,"Yiming Ren,



Xiao Han,



Chengfeng Zhao,



Jingya Wang,



Lan Xu,



Jingyi Yu,



Yuexin Ma",/content/CVPR2024/html/Ren_LiveHPS_LiDAR-based_Scene-level_Human_Pose_and_Shape_Estimation_in_Free_CVPR_2024_paper.html
Segment Every Out-of-Distribution Object,"Wenjie Zhao,



Jia Li,



Xin Dong,



Yu Xiang,



Yunhui Guo",/content/CVPR2024/html/Zhao_Segment_Every_Out-of-Distribution_Object_CVPR_2024_paper.html
Building Vision-Language Models on Solid Foundations with Masked Distillation,"Sepehr Sameni,



Kushal Kafle,



Hao Tan,



Simon Jenni",/content/CVPR2024/html/Sameni_Building_Vision-Language_Models_on_Solid_Foundations_with_Masked_Distillation_CVPR_2024_paper.html
Wavelet-based Fourier Information Interaction with Frequency Diffusion Adjustment for Underwater Image Restoration,"Chen Zhao,



Weiling Cai,



Chenyu Dong,



Chengwei Hu",/content/CVPR2024/html/Zhao_Wavelet-based_Fourier_Information_Interaction_with_Frequency_Diffusion_Adjustment_for_Underwater_CVPR_2024_paper.html
CroSel: Cross Selection of Confident Pseudo Labels for Partial-Label Learning,"Shiyu Tian,



Hongxin Wei,



Yiqun Wang,



Lei Feng",/content/CVPR2024/html/Tian_CroSel_Cross_Selection_of_Confident_Pseudo_Labels_for_Partial-Label_Learning_CVPR_2024_paper.html
PoNQ: a Neural QEM-based Mesh Representation,"Nissim Maruani,



Maks Ovsjanikov,



Pierre Alliez,



Mathieu Desbrun",/content/CVPR2024/html/Maruani_PoNQ_a_Neural_QEM-based_Mesh_Representation_CVPR_2024_paper.html
ModaVerse: Efficiently Transforming Modalities with LLMs,"Xinyu Wang,



Bohan Zhuang,



Qi Wu",/content/CVPR2024/html/Wang_ModaVerse_Efficiently_Transforming_Modalities_with_LLMs_CVPR_2024_paper.html
TransLoc4D: Transformer-based 4D Radar Place Recognition,"Guohao Peng,



Heshan Li,



Yangyang Zhao,



Jun Zhang,



Zhenyu Wu,



Pengyu Zheng,



Danwei Wang",/content/CVPR2024/html/Peng_TransLoc4D_Transformer-based_4D_Radar_Place_Recognition_CVPR_2024_paper.html
Frequency-aware Event-based Video Deblurring for Real-World Motion Blur,"Taewoo Kim,



Hoonhee Cho,



Kuk-Jin Yoon",/content/CVPR2024/html/Kim_Frequency-aware_Event-based_Video_Deblurring_for_Real-World_Motion_Blur_CVPR_2024_paper.html
